BARRA;PRODUCTO;FAM;DESCPROD;LABORATORIO;FECLOTE;NETO;PEDIDO;TOTAL NETO;SALDO
7,80495E+12;GL97001222;FAR;SIMONDS GLOSS CRE X 30 GR;SIMONDS;46811;1366;;;73
7,80495E+12;M7804945002913;FAR;SIMONDS GLOSS CRE X 60 GR;DURANDIN;46813;2299;;;50
7,80495E+12;M7804945002722;FAR;SIMONDS HIPOA MARINA LOC X 260 ML;SIMONDS;46784;2015;;;50
7,80495E+12;M7804945011182;FAR;SIMONDS HYGIENIC JAB X 1 LT;DURANDIN;46784;1705;;;50
7,80495E+12;M7804945010772;FAR;SIMONDS JAB AFRECHO LECHE COCO DOYPACK X 750 ML;DURANDIN;46784;1431;;;50
7,80495E+12;M7804945011366;FAR;SIMONDS JAB AVENA COLOIDAL PH 5.5 X 850 ML;SIMONDS;46753;1775;;;50
7,80495E+12;M7804945011120;FAR;SIMONDS JAB CELESTE HIPOA X 1 L;SIMONDS;46722;2031;;;50
7,80495E+12;M7804945010765;FAR;SIMONDS JAB CHOCOLATE ALMENDRAS DOYPACK X 750 ML;DURANDIN;46661;1430;;;50
7,80495E+12;M7804945033139;FAR;SIMONDS JAB DERMO AVENA X 500 ML;DURANDIN;46813;1309;;;50
7,80495E+12;M7804945033085;FAR;SIMONDS JAB DERMO HYGIENIC VAL X 500 ML;SIMONDS;46784;1442;;;50
7,80495E+12;M7804945010758;FAR;SIMONDS JAB JALEA REAL DOYPACK X 750 ML;DURANDIN;46753;1373;;;50
7,80495E+12;M7804945011359;FAR;SIMONDS JAB LIQ CRE HUMEC X 850 ML;SIMONDS;46753;1775;;;50
7,80495E+12;M7804945010918;FAR;SIMONDS JAB LIQ DERMO ALOE VERA X 1000 ML;DURANDIN;46692;1708;;;50
7,80495E+12;G456562;FAR;SIMONDS JAB LIQ DERMO CARE CREMOSO X 1 L;SIMONDS;46873;1541,57;;;50
7,80495E+12;M7804945010932;FAR;SIMONDS JAB LIQ DERMO JALEA REAL X 1 L;SIMONDS;46661;1581;;;50
7,80495E+12;G452352;FAR;SIMONDS JAB LIQ DERMO LECHE COCO HIPOA X 1 L;SIMONDS;46873;1541,63;;;50
7,80495E+12;M7804945011137;FAR;SIMONDS JAB LIQ DERMOCARE AVENA X 1 L;SIMONDS;46784;1580;;;50
7,80495E+12;M7804945015401;FAR;SIMONDS LANOLINA NATURAL MEDICA CRE X 15 GR;SIMONDS;46661;3790;;;50
7,80495E+12;G236410;FAR;SIMONDS LAVANDA/MANZANILLA TALCO X 200 GR;SIMONDS;46873;1977,43;;;50
7,80495E+12;M7804945001626;FAR;SIMONDS LOCION HIPOA GOLDEN X 260 ML;DURANDIN;46753;2007;;;50
7,80495E+12;M7804945016026;FAR;SIMONDS LOCION HIPOA GREEN X 260 ML;SIMONDS;46692;2142;;;50
7,80495E+12;M7804945003149;FAR;SIMONDS LOCION HIPOA LILA X 260 ML;DURANDIN;46692;2002;;;50
7,80495E+12;M7804945001527;FAR;SIMONDS LOCION HIPOA PINK X 260 ML;SIMONDS;46753;1999;;;50
7,80495E+12;M7804945022317;FAR;SIMONDS MAMADERA ANATOMICA 2 ETAPA X 320 ML DURANDIN;SIMONDS;0;3803;;;50
7,80495E+12;M7804945002456;FAR;SIMONDS MAMADERA CLASICA BOCA X 270 ML (DM);DURANDIN;0;1861;;;50
7,80495E+12;M7804945021204;FAR;SIMONDS MAMADERA FANSY BOCA ANCHA X 260 ML;SIMONDS;0;2858;;;50
7,80495E+12;M7804945002494;FAR;SIMONDS MAMADERA FANSY C/MANGO X 270 ML (DM);SIMONDS;0;2361;;;50
7,80495E+12;M7804945012998;FAR;SIMONDS MI PRIMER BAÑO DE ESPUMA X 170 ML;SIMONDS;46600;2057;;;50
7,80495E+12;M7804945011830;FAR;SIMONDS MI PRIMER JABON X 340 ML;SIMONDS;46692;2057;;;50
7,80495E+12;CM109269;FAR;SIMONDS MORDEDOR DE LLAVES GEL REFRIGERABLE;SIMONDS;46419;4652;;;14
7,80495E+12;M7804945024205;FAR;SIMONDS SET CEPILLO + PEINETA;DURANDIN;0;3014;;;50
7,80495E+12;M7804945012424;FAR;SIMONDS SH 2 EN 1 SMILE RIZOS KIDS SIN SAL PINA APPLE X 400 ML;SIMONDS;46661;1849;;;50
7,80495E+12;M7804945012868;FAR;SIMONDS SH ANTIOXIDANTE KERATINA VIT E X 410 ML;DURANDIN;46784;1630;;;50
7,80495E+12;M7804945012301;FAR;SIMONDS SH CAM MANZANILLA X 610 ML;SIMONDS;46753;2655;;;50
7,80495E+12;M7804945012875;FAR;SIMONDS SH DETOX MORINGA X 410 ML;DURANDIN;46753;1609;;;50
7,80495E+12;M7804945012103;FAR;SIMONDS SH EVITA LAGRIMAS SIN SAL X 400 ML;DURANDIN;46753;1860;;;50
7,80495E+12;M7804945012837;FAR;SIMONDS SH MATIZADOR CENTAUREA HIALURONICO X 410 ML;DURANDIN;46753;1588;;;50
7,80495E+12;M7804945012813;FAR;SIMONDS SH NUTRITIVO ARGAN OIL X 410 ML;DURANDIN;46753;1609;;;50
7,80495E+12;M7804945012820;FAR;SIMONDS SH PURIFICANTE CARBON HIALURONICO X 410 ML;DURANDIN;46753;1542;;;50
7,80495E+12;M7804945012479;FAR;SIMONDS SH SMILE KIDS COCONUT 2 EN 1 X 400 ML;SIMONDS;46661;1920;;;50
7,80495E+12;M7804945012455;FAR;SIMONDS SH SMILE KIDS MANZANILLA 2 EN 1 X 400 ML;SIMONDS;46784;1847;;;50
7,80495E+12;M7804945001152;FAR;SIMONDS SHA CLASICO ADULTO X 400 ML;DURANDIN;46508;1610;;;50
7,80495E+12;M7804945013896;FAR;SIMONDS SHAMPOO BABY NEUTRO DOYPACK X 750 ML;DURANDIN;46600;1920;;;50
7,80495E+12;M7804945014831;FAR;SIMONDS SPF50+ PANTALLA FAMILIAR X 1000 ML;DURANDIN;46631;12993;;;50
7,80495E+12;M7804945017917;FAR;SIMONDS SPF50+ PROTECTOR AIR SPRAY X 75 ML;DURANDIN;46600;3938;;;50
7,80495E+12;M7804945002197;FAR;SIMONDS TIPS COTONITOS X 200;SIMONDS;0;1309;;;50
7,80495E+12;M7804945017405;FAR;SIMONDS TOALLA PLANA GLOSS X 60 UND;DURANDIN;46784;1161;;;50
7,80495E+12;M7804945002074;FAR;SIMONDS VASELINA SOLIDA SIN PERFUME X 110 ML;SIMONDS;46753;1931;;;50
7,80495E+12;M7804945001084;FAR;SIMONDS VITAMINA PANTENOL SIN SAL SHA X 400 ML;DURANDIN;46661;1832;;;50
7,80465E+12;CM110241;FAR;SIMPARICA COM MAST 10 MG X 1;VETERINARIA ZOETIS;46507;4008;;;722
7,80465E+12;CM110242;FAR;SIMPARICA COM MAST 10 MG X 3;VETERINARIA ZOETIS;46446;10110;;;750
7,80465E+12;CM110244;FAR;SIMPARICA COM MAST 120 MG 3;VETERINARIA ZOETIS;46446;20796;;;97
7,80465E+12;CM110245;FAR;SIMPARICA COM MAST 20 MG X 1;VETERINARIA ZOETIS;46356;4450;;;1426
7,80465E+12;CM110246;FAR;SIMPARICA COM MAST 20 MG X 3;VETERINARIA ZOETIS;46356;9990;;;1673
7,80465E+12;CM110247;FAR;SIMPARICA COM MAST 40 MG X 1;VETERINARIA ZOETIS;46446;5000;;;1098
7,80465E+12;CM110248;FAR;SIMPARICA COM MAST 40 MG X 3;VETERINARIA ZOETIS;46467;11290;;;1457
7,80465E+12;CM110249;FAR;SIMPARICA COM MAST 5 MG X 1;VETERINARIA ZOETIS;46203;3919;;;184
7,80465E+12;CM110251;FAR;SIMPARICA COM MAST 80 MG X 1 20 KG A 40 KG;VETERINARIA ZOETIS;46446;7490;;;874
7,80465E+12;CM110252;FAR;SIMPARICA COM MAST 80 MG X 3 20 KG A 40 KG;VETERINARIA ZOETIS;46446;17490;;;989
7,80465E+12;CM110345;FAR;SIMPARICA TRIO PURPLE TAB 2.6-5KG X 1;VETERINARIA ZOETIS;46446;4858;;;106
7,80001E+12;CM104802;FAR;SIMPERTEN-D COM 100/25 X 30;CHILE;46418;8368;;;15
7,80001E+12;M7800007494412;FAR;SIMPERTEN-D COM 50/12,5 X 30;CHILE;46600;8350;;;50
3,10119E+11;M310119056158;FAR;SIMPLUS SOL X 105 ML (DM);VISION CARE;46478;4624;;;50
3,10119E+11;M310119056738;FAR;SIMPLUS SOL X 120 ML (DM);VISION CARE;46082;4274;;;50
7,80001E+12;N1013039;FAR;SINASMAL SF INHAL 100 MCG X 200 DSS (SALBUTAMOL);CHILE;46478;5530;;;50
7,80001E+12;M7800007803917;FAR;SINCRIS COM  5 MG X 30 (BE);CHILE;46023;10850;;;50
7,80001E+12;N1013556;FAR;SINCRIS COM 10 MG X 30 (BE);CHILE;45901;12330;;;50
7,80465E+12;M7804647000460;FAR;SINPIOX LOCION C/PEINE METAL X 100 ML;SANTHEPHARMA;46539;2955;;;50
7,80001E+12;M7800006011368;FAR;SINPUL D X SACHET 20 G X 15 UND;VETERINARIA DRAG PHARMA;46327;43796;;;50
7,80001E+12;CM109122;FAR;SINPUL DRY GATOS PVO X 100 GR;VETERINARIA DRAG PHARMA;46387;2990;;;76
7,80001E+12;M7800006000164;FAR;SINPUL DRY PERRO PVO X 100 GR;VETERINARIA DRAG PHARMA;46357;2802;;;50
7,80001E+12;CM109124;FAR;SINPUL SHA X 300 ML;VETERINARIA DRAG PHARMA;46752;3850;;;35
7,80001E+12;CM109132;FAR;SINPUL SPY X 200 ML;VETERINARIA DRAG PHARMA;46691;3656;;;103
7,80001E+12;CM109133;FAR;SINPUL SPY X 500 ML;VETERINARIA DRAG PHARMA;46752;6213;;;50
7,80001E+12;CM109135;FAR;SINPULKILL COLLAR GATO;VETERINARIA DRAG PHARMA;46264;4766;;;64
7,89666E+12;G978234;FAR;SINTOCALMY COM X 20 (PASSIFLORA);FARMOQUIMICA;46264;5998,37;;;50
7,05928E+11;M705928003088;FAR;SINUS RINSE KIT INICIO SBR X 10;NEILMED;46600;10992;;;50
7,05928E+11;M705928001008;FAR;SINUS RINSE KIT SBR X 60;NEILMED;46813;15999;;;50
7,05928E+11;M705928052000;FAR;SINUS RINSE RECARGA SBR X 50;NEILMED;46813;12975;;;50
7,05928E+11;M705928001077;FAR;SINUS RINSE XYLITOL KIT X 50 SOBRES;NEILMED;46388;18479;;;50
7,05928E+11;M705928002074;FAR;SINUS RINSE XYLITOL RECARGA X 60 SOBRES;NEILMED;46388;17365;;;50
7,80001E+12;CM109137;FAR;SIR DOG ACON X 390 ML;VETERINARIA DRAG PHARMA;47087;3728;;;28
7,80001E+12;CM109138;FAR;SIR DOG SHA P/NEGRO X 390 ML;VETERINARIA DRAG PHARMA;46081;3811;;;52
7,80001E+12;M7800006003684;FAR;SIR DOG SHA PELO BLANCO X 390 ML;VETERINARIA DRAG PHARMA;47150;4852;;;50
7,8049E+12;M7804902036623;FAR;SKIN BRACER A SH BLUE + CR SENS X 100 GR;DAVIS;46539;4807;;;50
7,50955E+12;M7509552798005;FAR;SKIN CARE LIMPIEZA GEL HIALURONICO;LOREAL;46478;4577;;;50
7,80001E+12;M7800006008863;FAR;SKINDRAG CONDITIONER VIT E X 250 ML;VETERINARIA DRAG PHARMA;47150;5968;;;50
7,80001E+12;GL15205027;FAR;SKINDRAG SHA AVENA X 250 ML;VETERINARIA DRAG PHARMA;46477;6690;;;12
7,37187E+12;M7371869295962;FAR;SLEEP WELL GOMITAS X 60;PERFECT BEAR;46327;6807;;;50
8,43702E+12;M8437019299118;FAR;SLINDA COM X 28 EXELTIS;EXELTIS;46174;14748;;;50
3,6648E+12;M3664798075809;FAR;SOCIAN COM 50 MG X 30;SANOFI - AVENTIS;46266;31027;;;50
7,80463E+12;M7804625950480;FAR;SOLACTIVE CRE FPS 50+ PIEL NORMA O SECA X 60 ML;DEUTSCHE PHARMA;46327;12994;;;50
7,80463E+12;M7804625950732;FAR;SOLACTIVE NIGHT REPAIR X 50 ML;DEUTSCHE PHARMA;46478;15889;;;50
7,80001E+12;N5003690;FAR;SOLBIOT CAP X 30;CHILE;46266;11605;;;50
7,80465E+12;CM109836;FAR;SOLICEND COM 5 MG X 10;ASCEND;46598;4023;;;44
7,80006E+12;M7800063001098;FAR;SOLUNA COM 75 MCG X 28;MINTLAB;46478;5790;;;50
7,80006E+12;M7800063311753;FAR;SOLUNA E COM X 21;MINTLAB;46388;5937;;;50
7,80006E+12;CM112543;FAR;SOLUNA E-20 COM X 21;MINTLAB;46418;5419;;;134
8,47001E+12;M8470006601525;FAR;SOMAZINA SBR 1000 MG X 10;FERRER;46235;35907;;;50
41554552492;GL13401314;FAR;SOMBRA CITY MINI PALETTE BLUSHED AVENUE X 4 GR MAYB;LOREAL;46387;4890;;;13
41554499742;M41554499742;FAR;SOMBRA CITY MINI PALETTES ROOFTOP BRONZES MAYBELLINE;LOREAL;0;5017;;;50
7,70243E+12;M7702433293280;FAR;SOMBRA DE OJOS SEXTETO CALIDO BRAZIL;LOREAL;0;2545;;;50
7,80491E+12;M7804907989672;FAR;SOMBRA EN CREMA LIP PIGMENT PAINT DEEP PETRIZZIO;PETRIZZIO;46327;2893;;;50
7,80491E+12;M7804907981225;FAR;SOMBRA LIQUIDA BRILLANTE HOLOGRAPHIC N 02;PETRIZZIO;46327;2364;;;50
6,9024E+12;M6902395854326;FAR;SOMBRA OJOS COLOR RIVAL EXTLOWK MULTI MAYBELLINE;LOREAL;46569;2794;;;50
7,89132E+12;CM104940;FAR;SOP 2/0,035 COM X 21;EUROFARMA;46112;5136;;;338
7,36085E+11;M736085413168;FAR;SOPHIPREN OFTENO GTS X 5 ML;SOPHIA;46235;15995;;;50
7,36085E+11;M736085413274;FAR;SOPHIXIN DX SOL OFT X 5 ML;SOPHIA;46204;12904;;;50
7,36085E+11;M736085410648;FAR;SOPHIXIN DX UNG X 3,5 GR;SOPHIA;46174;10170;;;50
7,36085E+11;M736085182767;FAR;SOPHIXIN SOL OFT X 5 ML;SOPHIA;46174;11708;;;50
7,80001E+12;N1000261;FAR;SOSTAC COM 20 MG X 30 (BE);CHILE;46266;10620;;;50
7,80001E+12;M7800007326386;FAR;SOSTAC COM 20 MG X 60 (BE);CHILE;46661;21305;;;50
7,80467E+12;M7804669580971;FAR;SOSTEN CG COM ORAL X 30;VETERQUIMICA;46023;12363;;;50
7,80467E+12;M7804669580964;FAR;SOSTEN CG COM ORAL X 80;VETERQUIMICA;46023;27208;;;50
7,80956E+12;M7809561400075;FAR;SPASCUPREEL COM X 50 HEEL;HEEL;46905;11210;;;50
7,80001E+12;G000018;FAR;SPASMEX COM 30 MG X 30;SYNTHON;47238;12626,5;;;50
7,80493E+12;M7804925544525;FAR;SPEED STICK BARRA FRESH X 4 PACK;COLGATE-PALMOLIVE;46204;6877;;;50
7,50104E+12;G652321;FAR;SPEED STICK BARRA FRESH X 60 GR;COLGATE-PALMOLIVE;46476;1630,55;;;50
7,50955E+12;M7509546066189;FAR;SPEED STICK CLINICAL PROT DRY X 50 GR;COLGATE-PALMOLIVE;46174;3765;;;50
8,27854E+11;M827854010746;FAR;SPEED STICK DEO BARRA CARBON X 50 GR;COLGATE-PALMOLIVE;46143;2289;;;50
7,50104E+12;G5437654;FAR;SPEED STICK DEO BARRA CLASICO X 50 GR;COLGATE-PALMOLIVE;46476;1630,56;;;50
7,50955E+12;G896754;FAR;SPEED STICK DEO BARRA MULTIPROTECT X5 X 50 GR;COLGATE-PALMOLIVE;46476;1630,41;;;50
7,50955E+12;M7509546652030;FAR;SPEED STICK DEO BARRA ZERO CARBON X 76 GR;COLGATE-PALMOLIVE;45992;2119;;;50
7,50955E+12;M7509546045320;FAR;SPEED STICK DEO GEL 24/7 EXTREME ULTRA X 85 GR;COLGATE-PALMOLIVE;46235;3387;;;50
7,50955E+12;M7509546056432;FAR;SPEED STICK DEO GEL ADN X 85 GR;COLGATE-PALMOLIVE;46266;3775;;;50
7,50955E+12;M7509546061665;FAR;SPEED STICK DEO GEL XTREME INTENSE X 85 GR;COLGATE-PALMOLIVE;46296;3380;;;50
7,50955E+12;G776521;FAR;SPEED STICK DEO SPRAY 24/7 EXTREME ULTRA X 150 ML;COLGATE-PALMOLIVE;46142;1831,2;;;50
7,50955E+12;G545632;FAR;SPEED STICK DEO SPRAY 24/7 WATERPROOF X 150 ML;COLGATE-PALMOLIVE;46356;1831,2;;;50
7,50955E+12;M7509546650371;FAR;SPEED STICK DEO SPRAY 24/7 X 91 GR X 3 UND;COLGATE-PALMOLIVE;46266;5996;;;50
7,50955E+12;GL94940137;FAR;SPEED STICK DEO SPRAY CARBON X 91 GR;COLGATE-PALMOLIVE;46326;2920;;;41
7,50955E+12;M7509546074009;FAR;SPEED STICK DEO SPRAY CLINICAL DRY X 150 ML;COLGATE-PALMOLIVE;46296;3923;;;50
7,50955E+12;G546521;FAR;SPEED STICK DEO SPRAY MULTIPROTECCION X5 X 91/150ML GR;COLGATE-PALMOLIVE;46172;1831,2;;;50
7,50955E+12;M7509546076461;FAR;SPEED STICK EXTREME ULTRA SPRAY 2 PCK;COLGATE-PALMOLIVE;46204;4280;;;50
7,50955E+12;M7509546052816;FAR;SPEED STICK GEL MULTI PROTX5 X 85 GR;COLGATE-PALMOLIVE;46296;3808;;;50
7,50104E+12;M7501035907591;FAR;SPEED STICK HIPOALLERGENIC X 50 GR;COLGATE-PALMOLIVE;46327;1712;;;50
7,50955E+12;G556524;FAR;SPEED STICK SP STAINGUARD X 91/150ML;COLGATE-PALMOLIVE;46142;1831,1;;;50
7,50955E+12;M7509546046822;FAR;SPEED STICK STAINGUARD BAR DES X 50 GR;COLGATE-PALMOLIVE;46357;1952;;;50
7,50955E+12;M7509546061504;FAR;SPEED STICK STRESS DEFEN GEL X 85 GR;COLGATE-PALMOLIVE;46235;3666;;;50
7,50955E+12;M7509546076454;FAR;SPEES STICK DEO SPRAY X5 X 150 ML X 2;COLGATE-PALMOLIVE;46235;4434;;;50
7,80956E+12;M7809561400105;FAR;SPIGELON COM X 50 HEEL;HEEL;46419;11731;;;50
4,04885E+12;M4048846011572;FAR;SPIOLTO RESPIMAT FC INH X 30 DSS;BOEHRINGER INGELHEIM;46082;47151;;;50
4,04885E+12;M4048846010285;FAR;SPIRIVA RESPIMAT INH X 30 DSS;BOEHRINGER INGELHEIM;46266;47378;;;50
7,80002E+12;N1005071;FAR;SPIRON COM 1 MG X 30 (BE);ANDROMACO;46296;18905;;;50
7,80002E+12;M7800018126609;FAR;SPIRON COM 1 MG X 60;ANDROMACO;46296;34869;;;50
7,80332E+12;M7803319005796;FAR;SPIRULINA CAP 267 MG X 60;AURAVITALIS;46296;2765;;;50
9,3E+12;M9300000000583;FAR;SPIRULINA CAP 300 MG X 60 PRANALAB;PRONAT;46419;1222;;;50
7,80468E+12;M7804679370326;FAR;SPIRULINA CAP 450 MG X 60 NEXTFAR;NEXTFARMA;46692;1571;;;50
9,3E+12;M9300000000439;FAR;SPIRULINA CAP 500 MG X 60 PRANALAB;PRONAT;46266;1801;;;50
7,70724E+12;M7707239276338;FAR;SPRAINER PARPADOS X 40 ML X 60 APLI;OPHTHA;46357;9469;;;50
7,70724E+12;GL99540116;FAR;SPRAINER SOL LIM 80 ML X 120 APLI;OPHTHA;46326;17566;;;47
7,70724E+12;GL99540117;FAR;SPRAINER T40 SBR X 30;OPHTHA;46873;14410;;;20
8,71123E+12;GL971100106;FAR;SPRAY CALMING HOME X 125 ML (PERRO Y GATO);VETERQUIMICA;46507;5220;;;14
7,93969E+11;M793969116133;FAR;SPRAY DULCES SUEÑOS EUCALYPTUS X100 ML  DRIMWELL;LA PREPIE;46784;3321;;;50
7,93969E+11;M793969116126;FAR;SPRAY DULCES SUEÑOS MELISA X 100 ML DRIMWELL;LA PREPIE;46784;3434;;;50
7,50103E+12;M7501027284945;FAR;ST LINE GEL INV FX EXTRA X 180 ML LOREAL;LOREAL;46631;4867;;;50
7,50103E+12;M7501027233974;FAR;ST LINE GEL INV ULTRA FX X 180 ML;LOREAL;46692;4847;;;50
1546;M1546;FAR;STERI STRIP 6 MM X 100 MM X 50 UND REF  R1546 (DM);3M;47178;62423;;;50
1541;M1541;FAR;STERI STRIP 6 MM X 7.5 CM (REF 1541) X 50 (DM);3M;47331;40195;;;50
7,50108E+12;CM111941;FAR;STERIMAR BEBE SOLUCION NASAL SPRAY X 50 ML;STERIMAR;46660;9732;;;99
7,50108E+12;CM111944;FAR;STERIMAR HYPERTONIC SOLUCION NASAL SPRAY X 100 ML;STERIMAR;46387;10790;;;8
7,50108E+12;CM111942;FAR;STERIMAR INFANTIL SOLUCION NASAL SPRAY X 50 ML;STERIMAR;46507;9732;;;38
7,50108E+12;CM111943;FAR;STERIMAR SOLUCION NASAL X 100 ML;STERIMAR;46446;10539;;;38
9,22028E+12;M9220281148661;FAR;STEVIA HOJA MOLIDA X 70 GR;QUIMNATURA;46357;2647;;;50
7,8096E+12;CM109375;FAR;STOMORGYL COM 2 MG X 10;VETERINARIA BOEHRINGER;46325;6872;;;95
7,80501E+12;G706984;FAR;STREPFEN MIEL Y LIMON COM X 16;RECKITT FARMA;46569;3435,66;;;50
5,00016E+12;GL266170;FAR;STREPFEN MIEL Y LIMON COM X 8;RECKITT BENCKISER;46630;1945;;;2066
7,80461E+12;M7804606510412;FAR;STRESAM CAP X 60;AXON;46113;20057;;;50
7,79537E+12;M7795373001824;FAR;SUAVICORT CRE X 15 GR;D & M PHARMA;46143;10998;;;50
7,79537E+12;M7795373001831;FAR;SUAVICORT SPY NAS X 150 DSS;D & M PHARMA;46204;12072;;;50
7,80461E+12;M7804612011026;FAR;SUAVICREM CRE X 40 GR;D & M PHARMA;46357;6971;;;50
3,76027E+12;M3760269770348;FAR;SUAVIGEL GEL SUAVIZAN X 40 ML;ISISPHARMA;46753;9333;;;50
5,2069E+12;M5206901000742;FAR;SUBELAN XR CAP 75 MG X 30;EXELTIS;46388;12988;;;50
7,80004E+12;M7800044001628;FAR;SUCRALOSA COM X 300 VALMA;VALMA;46569;707;;;50
7,80461E+12;M7804605270874;FAR;SUCRAVET ANTIACIDO SOL X 100 ML;VETERINARIA CHEMIE;46174;12277;;;50
7,80465E+12;M7804651931903;FAR;SUEROX ARANDANO POMELO S/AZ X 630 ML (TROPICAL);GENOMMA;46204;1860;;;50
7,80465E+12;M7804651937806;FAR;SUEROX DURAZNO MANGO X 630 ML;GENOMMA;46174;1838;;;50
7,80465E+12;M7804651931934;FAR;SUEROX FRUTILLA KIWI S/AZ X 630 ML;GENOMMA;46204;1864;;;50
7,80465E+12;M7804651938094;FAR;SUEROX FRUTOS ROJOS X 630 ML;GENOMMA;46204;1853;;;50
7,80465E+12;M7804651935581;FAR;SUEROX LIMON DE PICA X 630 ML;GENOMMA;46143;1842;;;50
7,80465E+12;M7804651931927;FAR;SUEROX MANZANA S/AZ X 630 ML;GENOMMA;46204;1838;;;50
7,80465E+12;M7804651931910;FAR;SUEROX NARANJA S/AZ X 630 ML;GENOMMA;46204;1838;;;50
7,80465E+12;M7804651935574;FAR;SUEROX PIÑA X 630 ML;GENOMMA;46204;1848;;;50
7,79802E+12;M7798016922876;FAR;SUGANON 5 MG COM X 30;EUROFARMA;46661;25044;;;50
9,78081E+12;M9780808885405;FAR;SULFATO DE MAGNESIO SBR X 30 GR (CAJ X 25) QUIMNATURA;QUIMNATURA;46447;285;;;50
7,80004E+12;GL2132V;FAR;SULFATO FERROSO COM 200 MG X 20 VALMA;VALMA;46811;638;;;3283
7,80009E+12;M7800086802900;FAR;SULFATO FERROSO GTS 125 MG/ML X 30 ML BPH;BPH;46113;2151;;;50
7,80001E+12;M7800008011588;FAR;SULIX CAP 0,4 MG X 30 (BE);SYNTHON;46266;3183;;;50
7,80463E+12;M7804625950824;FAR;SUNCARE 100 FLUID COLOR FPS 50+ X 60 ML;DEUTSCHE PHARMA;46113;11073;;;50
7,80463E+12;M7804625950831;FAR;SUNCARE 100 GEL CREAM FPS 50+ X 60 ML ACTIVE;DEUTSCHE PHARMA;46143;11324;;;50
7,80463E+12;M7804625950084;FAR;SUNCARE CREMA P/NORMAL FPS 50 X 90 GR;DEUTSCHE PHARMA;46539;6387;;;50
7,80463E+12;M7804625950077;FAR;SUNCARE GEL FPS 50+ PIEL GRASA O MIXTA X 90 GR;DEUTSCHE PHARMA;46569;4694;;;50
7,80463E+12;M7804625950794;FAR;SUNCARE KIDS EMULSION FPS 50+ X 200 ML;DEUTSCHE PHARMA;46235;9967;;;50
7,80463E+12;M7804625950800;FAR;SUNCARE KIDS SPRAY FPS 50+ X 180 ML;DEUTSCHE PHARMA;45992;8804;;;50
7,80463E+12;M7804625950268;FAR;SUNCARE LIPS FPS50 X 5 GR;DEUTSCHE PHARMA;46600;1428;;;50
7,80463E+12;M7804625950374;FAR;SUNWORK FPS 50+ GEL X 60 GR SOLARES;DEUTSCHE PHARMA;46631;2173;;;50
7,80463E+12;M7804625950015;FAR;SUNWORK GEL FPS50+ X 120 GR;DEUTSCHE PHARMA;46569;2889;;;50
7,80463E+12;M7804625950022;FAR;SUNWORK GEL X 1 KG;DEUTSCHE PHARMA;46419;13889;;;50
7,80463E+12;M7804625950251;FAR;SUNWORK LIPS X 5 GR;DEUTSCHE PHARMA;46661;1699;;;50
7,80001E+12;CM109150;FAR;SUPERPET GATO SOL X 125 ML;VETERINARIA DRAG PHARMA;46418;4280;;;149
7,80001E+12;CM109151;FAR;SUPERPET OMEGA 3 6 SUS X 125 ML;VETERINARIA DRAG PHARMA;46476;4266;;;132
7,80001E+12;M7800006006500;FAR;SUPERPET SENIOR SOL X 125 ML;VETERINARIA DRAG PHARMA;46327;4383;;;50
7,80007E+12;M7800070004549;FAR;SUPRACALM COM 1 GR X 20 (BE);TECNOFARMA;46478;5499;;;50
7,79364E+12;G21326554;FAR;SUPRADYN ACTIVE COM X 30;BAYER OTC;45961;5451,22;;;50
7,79364E+12;N1001696;FAR;SUPRADYN PRENATAL COM X 30;BAYER OTC;46113;8050;;;50
7,86115E+12;CM105052;FAR;SUPRAHYAL 25MG / 2,5 ML X JERINGA PRE-L;TECNOFARMA;46599;41342;;;171
7,80466E+12;M7804656850186;FAR;SUTURAS ADHESIVAS X 9 UND RECOVERY;RECOVERY;47818;2953;;;50
8,44529E+12;M8445291373884;FAR;SVELTY LECHE DESCREMADA BOLSA X 300 GR;NESTLE;46204;2828;;;50
8,44529E+12;M8445291394476;FAR;SVELTY SIN LACTOSE BOLSA X 300 GR;NESTLE;45992;3329;;;50
5,00046E+12;M5000456005548;FAR;SYMBICORT TU 160/4,5MCG X 120 DSS;ASTRAZENECA;46113;49582;;;50
5,00046E+12;M5000456005555;FAR;SYMBICORT TU 320/9,0U G X 60 DSS;ASTRAZENECA;46113;52799;;;50
7,80007E+12;M7800068017469;FAR;SYNALLER SUS NAS 50 MGC X 200 DSS;PASTEUR;46235;9485;;;50
7,80495E+12;M7804945033214;FAR;SYNDET DERMOCREAM JAB0N AVENA X 400 ML SIMONDS;DURANDIN;46784;2109;;;50
7,80495E+12;M7804945033207;FAR;SYNDET DERMOCREAM JABON UREA X 400 ML;DURANDIN;46784;2227;;;50
7,86115E+12;CM105063;FAR;SYNDOL AMP 30 MG X 5;PHARMA INVESTI;46507;9750;;;14
7,80006E+12;M7800059001590;FAR;SYNDOL AMP 60MG/2ML X 5;PHARMA INVESTI;46357;14219;;;50
7,86115E+12;M7861148020731;FAR;SYNDOL COM 10 MG X 10;PHARMA INVESTI;46143;7980;;;50
7,86115E+12;M7861148021271;FAR;SYNDOL COM 10 MG X 20;PHARMA INVESTI;45962;14343;;;50
7,80003E+12;M7800026007884;FAR;SYNTHROID COM 100 MCG X 60;RECALCINE;46082;5657;;;50
